Datum;Uhrzeit;Deutschland/Luxemburg[€/MWh];∅ Anrainer DE/LU[€/MWh];Belgien[€/MWh];Dänemark 1[€/MWh];Dänemark 2[€/MWh];Frankreich[€/MWh];Niederlande[€/MWh];Norwegen 2[€/MWh];Österreich[€/MWh];Polen[€/MWh];Schweden 4[€/MWh];Schweiz[€/MWh];Tschechien[€/MWh];DE/AT/LU[€/MWh];Italien (Nord)[€/MWh];Slowenien[€/MWh];Ungarn[€/MWh]
08.07.2020;13:00;41,09;42,43;41,09;41,09;41,09;41,09;41,09;1,42;41,09;51,21;41,09;39,54;44,54;-;41,09;41,09;44,54
08.07.2020;14:00;40,2;41,76;40,2;40,2;40,2;40,2;40,2;1,41;40,2;51,02;40,2;39,67;43,98;-;40,2;40,2;43,98
08.07.2020;15:00;39,99;41,58;39,99;39,99;39,99;39,99;39,99;1,37;39,99;51,03;39,03;39,56;44,66;-;39,99;39,99;44,66
08.07.2020;16:00;40,02;41,59;40,02;40,02;40,02;40,02;40,02;1,34;40,02;51,08;39,06;39,67;44,44;-;41;41;44,44
08.07.2020;17:00;45,05;45,24;45,05;45,05;45,05;45,05;45,05;1,38;45,05;50,78;43,97;41,15;46;-;45,05;45,05;46
08.07.2020;18:00;52,13;50,59;52,13;52,13;52,13;52,13;52,13;1,36;52,13;51,21;47,42;44,58;51,47;-;52,13;52,13;51,47
08.07.2020;19:00;55;53,37;55;55;55;55;55;1,36;55;58,05;47,44;44,15;55,67;-;55;55;55,67
08.07.2020;20:00;52,92;50,59;52,92;52,92;52,92;52,92;52,92;1,35;52,92;52,61;41,6;43,05;53,45;-;52,92;52,92;53,45
08.07.2020;21:00;45,93;46,7;45,93;45,93;45,93;45,93;45,93;1,34;45,93;51,31;44,74;43,09;51,54;-;45,93;45,93;51,54
08.07.2020;22:00;45,49;45,9;45,49;45,49;45,49;45,49;45,49;1,43;45,49;57,03;37,07;42,78;48,79;-;45,49;45,49;48,79
08.07.2020;23:00;39,8;39,7;39,8;39,8;39,8;39,8;39,8;1,43;39,8;50,37;23,15;40,65;44,17;-;39,8;39,8;44,17
09.07.2020;00:00;39,94;38,7;39,94;39,94;39,94;39,94;39,94;1,52;39,94;46,15;26,08;38,55;37,8;-;39,94;39,94;37,8
09.07.2020;01:00;35,41;34,99;35,41;35,41;35,41;35,41;35,41;1,5;35,41;46,01;22,04;35,71;34,12;-;35,41;35,41;34,12
09.07.2020;02:00;32,66;32,69;32,66;32,66;32,66;32,66;32,66;1,49;32,66;46,01;18,06;33,53;33,3;-;32,66;32,66;33,3
09.07.2020;03:00;30,21;30,89;30,08;29,83;29,83;30,13;29,83;1,49;30,17;45,52;18,05;32,12;32,5;-;30,13;30,17;32,5
09.07.2020;04:00;30,99;28,82;29,37;26,25;26,25;30;26,25;1,49;30,72;46,07;9,4;32,01;32,39;-;30;30,72;32,39
09.07.2020;05:00;34,37;31,32;31,52;26,03;26,03;32,63;26,03;1,5;33,62;46,02;26,03;32,72;32,8;-;32,63;33,62;32,8
09.07.2020;06:00;42,9;41,17;29,2;42,9;42,9;38,17;29,32;1,55;41,23;53,34;41,87;39,2;41,58;-;38,17;41,23;41,58
09.07.2020;07:00;51,96;48,43;41,06;51,96;51,96;41,7;45,25;1,59;49,82;51,02;50,71;44,42;49,03;-;41,7;49,82;49,03
09.07.2020;08:00;51,18;51,24;46,56;51,18;51,18;48,9;51,18;1,68;50,48;53,25;51,18;49,86;53,93;-;48,9;50,48;53,93
09.07.2020;09:00;47,94;49,12;47,87;47,94;47,94;47,82;47,93;1,68;47,92;55,24;47,94;47,57;51,8;-;46,6;47,92;51,8
09.07.2020;10:00;47,08;47,09;45,48;47,08;47,08;46,14;43,38;1,68;46,69;53,69;47,08;43,88;48,8;-;40,49;46,69;48,8
09.07.2020;11:00;47,56;47,9;46,57;47,56;47,56;46,98;45,18;1,66;47,32;58,82;47,56;44,11;46,01;-;40;47,32;46,01
09.07.2020;12:00;43,23;45,34;43,23;43,23;43,23;43,23;43,23;1,66;43,23;61,78;43,23;42,27;44,6;-;38,27;43,23;44,6
09.07.2020;13:00;42,53;44,52;42,53;42,53;42,53;42,53;42,53;1,66;42,53;60,39;42,53;41,05;44,1;-;38,6;42,53;44,1
09.07.2020;14:00;40,11;42,32;38,52;40,11;40,11;40,75;39,65;1,6;40,3;57,42;40,11;40,19;42,24;-;40,3;40,3;42,24
09.07.2020;15:00;39,84;41,6;39,84;39,84;39,84;39,84;39,84;1,59;39,84;55,04;39,84;39,55;40,76;-;39,84;39,84;40,76
09.07.2020;16:00;39,9;41,46;39,9;39,9;39,9;39,9;39,9;1,58;39,9;53,27;39,9;39,51;41;-;39,9;39,9;41
09.07.2020;17:00;41,78;43,06;41,61;41,78;41,78;41,7;41,78;1,57;41,76;51,27;41,78;41,64;44,06;-;41,7;41,76;44,06
09.07.2020;18:00;46,35;47,4;46,35;46,35;46,35;46,35;46,35;1,56;46,35;50,72;46,35;48,12;49,7;-;46,35;46,35;49,7
09.07.2020;19:00;51,7;51,05;51,7;51,7;51,7;51,7;51,7;1,56;51,7;51,53;50,46;47,09;51,89;-;51,7;51,7;51,89
09.07.2020;20:00;47,39;48,48;47,39;47,39;47,39;47,39;47,39;1,55;47,39;51,46;47,39;50,27;50,24;-;47,39;47,39;50,24
09.07.2020;21:00;46,22;46,66;46,22;46,22;46,22;46,22;46,22;1,54;46,22;51,58;45,11;45,15;47;-;46,22;46,22;47
09.07.2020;22:00;45;45,9;45;45;45;45;45;1,54;45;56,04;43,92;44,3;43,84;-;45;45;43,84
09.07.2020;23:00;41,91;40,33;41,91;41,91;41,91;41,91;41,91;1,52;41,91;49,78;23,27;40,08;40,29;-;41,91;41,91;40,29
10.07.2020;00:00;39;37,08;39;39;39;39;39;1,56;39;46,56;12,8;39,96;39,43;-;39;39;39,43
10.07.2020;01:00;34,62;33,53;34,5;34,62;34,62;34,7;34,57;1,55;34,64;46,1;12,22;35,28;35,02;-;34,7;34,64;35,02
10.07.2020;02:00;32,94;31,91;32,94;32,94;32,94;32,94;32,94;1,54;32,94;45,42;11,2;33,15;32,72;-;32,94;32,94;32,72
10.07.2020;03:00;31,1;30,42;31,1;31,1;31,1;31,1;31,1;1,54;31,1;46,13;9,67;31,38;31,1;-;31,1;31,1;31,1
10.07.2020;04:00;30,52;30,07;29,88;30,52;30,52;30,39;30;1,54;30,54;45,83;10,96;30,86;31,03;-;31,03;31,03;31,03
10.07.2020;05:00;32,05;32,49;28,75;32,05;32,05;31,4;29,39;1,55;32,17;45,38;26,04;31,85;32,07;-;32,17;32,17;32,07
10.07.2020;06:00;38,06;39,43;29,69;38,06;38,06;36,64;37,54;1,55;38,06;52,18;38;37,29;39;-;39,52;39,52;39
10.07.2020;07:00;41,01;42,42;41,01;41,01;41,01;41,01;41,01;1,58;41,01;51,48;41,01;41,1;43,16;-;41,01;41,01;43,16
10.07.2020;08:00;42,94;44,21;42,94;42,94;42,94;42,94;42,94;1,6;42,94;52,18;42,94;42,99;45,05;-;42,94;42,94;45,05
10.07.2020;09:00;42,54;43,61;42,54;42,54;42,54;42,54;42,54;1,62;42,54;52,18;42,54;41,39;43,64;-;42,54;42,54;43,64
10.07.2020;10:00;41,76;42,7;41,76;41,76;41,76;41,76;41,76;1,62;41,76;52,18;41,76;40,28;41,32;-;41,76;41,76;41,32
10.07.2020;11:00;39,95;41,39;39,11;39,95;39,95;41,11;39,25;1,62;40,27;52,18;39,95;39,4;40,48;-;41,11;41,11;40,48
10.07.2020;12:00;38,43;40,27;36,17;38,43;38,43;40,87;37,16;1,62;39,1;52,01;38,43;37,08;40,91;-;40,87;40,87;40,91
10.07.2020;13:00;35,41;38,04;29,6;35,41;35,41;40,5;32,65;1,6;36,82;52,16;35,41;36,32;37,66;-;40,5;40,5;37,66
10.07.2020;14:00;29,54;34,61;23,16;29,54;29,54;40,02;23,14;1,59;33;51,79;29,54;37,24;37,67;-;40,02;40,02;37,67
10.07.2020;15:00;29,17;33,27;22,7;22,93;29,17;39,27;22,93;1,59;33;52,18;29,17;36,35;34,41;-;39,27;39,27;37,85
10.07.2020;16:00;30,5;34,45;26;27,05;30,5;36,24;27,05;1,58;33;51,82;30,5;36,03;37,9;-;39,9;39,9;37,9
10.07.2020;17:00;35,34;37,87;34,34;34,9;35,34;36,09;34,9;1,58;35,53;50,75;35,34;37,02;41;-;40,7;40,7;41
10.07.2020;18:00;38,98;40,7;38,98;38,98;38,98;38,98;38,98;1,57;38,98;50,96;38,98;39,45;42;-;40;40;42
10.07.2020;19:00;40,79;42,16;40,79;40,79;40,79;40,79;40,79;1,56;40,79;51,77;40,79;40,76;42,16;-;40,79;40,79;42,16
10.07.2020;20:00;39;33;39;16,04;16,04;39;39;1,55;39;52,18;15,05;39,2;41,45;-;39;39;41,45
10.07.2020;21:00;39;32,59;39;14,52;14,52;39;39;1,54;39;52,18;14,52;39,77;40,8;-;39;39;40,8
10.07.2020;22:00;39,4;32,85;39,4;13,34;13,34;39,4;39,4;1,54;39,4;59,1;13,34;39,25;39,12;-;39,4;39,4;39,12
10.07.2020;23:00;36,8;30,01;36,8;10,07;10,07;36,8;36,8;1,53;36,8;56,99;10,07;36,69;35,78;-;36,8;36,8;35,78
11.07.2020;00:00;34,57;26,51;34,57;6,83;6,83;34,57;34,57;1,57;34,57;45,26;6,83;34,19;34,94;-;34,57;34,57;35,67
11.07.2020;01:00;29,9;24,01;29,9;7,06;7,06;29,9;29,9;1,56;29,9;44,07;7,06;30,23;30,91;-;30;30;30,91
11.07.2020;02:00;28,37;22,53;28,37;5,84;5,84;28,37;28,37;1,55;28,37;42,89;5,84;28,69;28,59;-;28,59;28,59;28,71
11.07.2020;03:00;27,13;20,95;27,13;3,02;3,02;27,13;27,13;1,55;27,13;42,9;3,02;27,73;27,45;-;28,6;27,13;27,45
11.07.2020;04:00;26,1;20,42;26,1;2,52;2,52;26,1;26,1;1,54;26,1;42,9;2,52;27,84;27,2;-;28,05;26,1;27,2
11.07.2020;05:00;26,1;20,56;26,1;2,89;2,89;26,1;26,1;1,54;26,1;44,17;2,89;27,6;26,33;-;28,97;26,1;26,33
11.07.2020;06:00;26,09;21,02;26,09;3,45;3,45;26,09;26,09;1,55;26,09;45,28;3,45;28,41;26,87;-;26,27;26,09;26,87
11.07.2020;07:00;27,58;23,91;27,58;10,01;10,01;27,58;27,58;1,55;27,58;45,37;10,01;28,95;28,14;-;30,03;30,03;29,5
11.07.2020;08:00;29,09;26,07;29,09;11,15;11,15;29,09;29,09;1,55;29,09;54,01;11,15;29,73;30,2;-;29,09;29,09;30,22
11.07.2020;09:00;28,34;26,38;28,14;12,67;12,67;28,34;28,14;1,56;28,39;55,02;12,67;29,54;29,96;-;28,4;28,4;29,96
11.07.2020;10:00;26,53;25,9;24,3;13,38;13,38;28,35;24,98;1,57;26,92;54,74;13,38;29,04;28,96;-;28,35;28,35;28,96
11.07.2020;11:00;25,62;25,57;23,2;12,97;12,97;27,64;24,25;1,57;26,05;56,5;12,97;28,64;28,1;-;27,64;27,64;28,1
11.07.2020;12:00;23,29;24,32;17,87;10,06;12,42;27,6;20;1,56;24,21;58,07;12,42;27,67;26,43;-;27,6;27,6;26,43
11.07.2020;13:00;22,86;22,27;18;1,89;11,08;26,3;20,65;1,56;23,59;55,84;11,08;25,2;24,78;-;26,3;26,3;24,78
11.07.2020;14:00;22,42;20,98;18;1,55;10,44;25,56;20,4;1,55;23,08;51,37;10,44;23,07;22,87;-;25,56;25,56;22,87
11.07.2020;15:00;22,45;20,42;18,7;1,54;9,51;25,12;20,73;1,54;23,01;49,03;9,51;22,43;22,87;-;25,12;25,12;22,87
11.07.2020;16:00;24,36;20,95;22,43;1,54;9,96;25,74;23,48;1,54;24,65;45,48;9,96;23,72;24;-;25,74;25,74;24
11.07.2020;17:00;26,5;23,27;26,5;6,71;11,1;26,5;26,5;1,56;26,5;45,45;11,1;28;27,6;-;28,47;28,47;27,92
11.07.2020;18:00;30,42;27,03;30,42;14,33;14,33;30,42;30,42;1,56;30,42;45,25;14,33;32,01;31,78;-;30,42;30,42;31,78
11.07.2020;19:00;34;29,08;34;14,39;14,39;34;34;1,56;34;45,33;14,39;35,76;35,49;-;34;34;35,49
11.07.2020;20:00;36,15;30,01;36,15;14,23;14,23;36,15;36,15;1,56;36,15;45,4;14,23;36,31;37,28;-;36,15;36,15;37,28
11.07.2020;21:00;35,91;30,06;35,91;14,32;14,32;35,91;35,91;1,56;35,91;45,44;14,32;36,91;37,53;-;35,91;35,91;38,46
11.07.2020;22:00;37,73;30,51;37,73;13,76;13,76;37,73;37,73;1,56;37,73;45,44;13,76;37,51;37,17;-;37,73;37,73;37,17
11.07.2020;23:00;34,92;28,45;34,92;12,53;12,53;34,92;34,92;1,55;34,92;45,3;12,53;34,94;33,45;-;34,92;34,92;33,45
12.07.2020;00:00;32,97;26,93;32,97;11,81;11,81;32,97;32,97;1,58;32,97;45,19;11,81;30,55;32,3;-;32,97;32,97;32,45
12.07.2020;01:00;28,82;23,8;28,82;10,39;10,39;28,82;28,82;1,56;28,82;41,37;10,39;28,14;27,08;-;32;28,82;27,08
12.07.2020;02:00;26,19;22,2;26,19;9,03;9,03;26,19;26,19;1,56;26,19;42,69;9,03;26,75;24,67;-;29,97;26,19;24,67
12.07.2020;03:00;25,03;19,84;25,03;3,58;3,58;25,03;25,03;1,55;25,03;43,68;3,58;25,99;23,02;-;25,13;25,03;23,02
12.07.2020;04:00;24,7;18,93;24,7;4,1;4,1;24,7;24,7;1,55;24,7;35,94;4,1;25,74;22,32;-;24,7;24,7;22,32
12.07.2020;05:00;24,1;19,4;24,1;6,74;6,74;24,1;24,1;1,55;24,1;35,83;6,74;25,22;21,01;-;24,15;24,1;21,01
12.07.2020;06:00;21,68;19,59;21,68;7,43;7,43;21,68;21,68;1,55;21,68;42,53;7,43;24,41;22,01;-;23,97;21,68;22,01
12.07.2020;07:00;22,69;20,83;22,69;10,11;10,11;22,69;22,69;1,56;22,69;42,43;10,11;24;22,64;-;23,54;22,69;22,64
12.07.2020;08:00;18,41;19,65;18,41;10,91;10,91;18,41;18,41;1,57;18,41;43,21;10,91;23,76;21,96;-;23,59;18,41;21,96
12.07.2020;09:00;18,04;19,5;18,04;12,19;12,19;18,04;18,04;1,56;18,04;41,28;12,19;22,06;21,5;-;23,45;18,04;21,5
12.07.2020;10:00;16,97;19,03;16,97;12,27;12,27;16,97;16,97;1,57;16,97;42,67;12,27;20,39;20,51;-;23,36;16,97;20,51
12.07.2020;11:00;16,07;18,97;16,07;12,56;12,56;16,07;16,07;1,57;16,07;43,04;12,56;21,05;20,74;-;23;16,07;20,74
12.07.2020;12:00;18,62;19,65;16,8;12,24;12,24;21,46;16,8;1,57;19,26;44,16;12,24;18,85;19,64;-;23,49;19,26;19,64
12.07.2020;13:00;16,04;17,43;16,04;10,53;10,53;16,04;16,04;1,57;16,04;45,1;10,53;15,45;16,61;-;20,7;16,04;16,61
12.07.2020;14:00;14,76;16,35;14,76;10,08;10,08;14,76;14,76;1,57;14,76;44,85;10,08;13,07;14,71;-;20,63;14,76;14,71
12.07.2020;15:00;15,8;16,77;15,8;9,91;9,91;15,8;15,8;1,57;15,8;45,19;9,91;13,69;14,89;-;20,7;15,8;14,89
12.07.2020;16:00;18,11;18,41;18,11;9,97;9,97;18,11;18,11;1,58;18,11;44,43;9,97;17,58;19,43;-;20,7;18,11;19,43
12.07.2020;17:00;23,97;22,06;23,97;10,79;10,79;23,97;23,97;1,58;23,97;44,26;10,79;25,78;24,26;-;23,97;23,97;24,26
12.07.2020;18:00;29,05;25,81;29,05;13,29;13,29;29,05;29,05;1,58;29,05;44,83;13,29;29,91;30,54;-;29,05;29,05;30,54
12.07.2020;19:00;35,12;33,59;35,12;14,87;34,06;35,12;35,12;1,58;35,12;44,02;34,06;35,03;34,88;-;35,12;35,12;34,88
12.07.2020;20:00;37,33;37,77;37,33;36,44;36,44;37,33;37,33;1,59;37,33;43,68;36,44;37,19;37,76;-;37,33;37,33;37,76
12.07.2020;21:00;37,74;38,35;37,74;36,84;36,84;37,74;37,74;1,58;37,74;45,05;36,84;37,75;38,62;-;37,74;37,74;38,62
12.07.2020;22:00;37,08;37,91;37,04;36,19;36,19;37,15;37,04;1,58;37,08;44,97;36,19;38,36;38,04;-;37,15;37,08;38,04
12.07.2020;23:00;35,23;32,16;35,12;23,14;23,14;35,37;35,12;1,57;35,23;43,29;23,14;36,42;34,58;-;35,37;35,23;34,58
13.07.2020;00:00;29,48;24,7;29,48;9,22;9,22;29,48;29,48;1,58;29,48;45,31;9,22;30,96;29,9;-;29,48;29,48;29,9
13.07.2020;01:00;26,03;23,06;26,03;9,92;9,92;26,03;26,03;1,56;26,03;44,31;9,92;28,73;26,61;-;27;26,03;26,61
13.07.2020;02:00;25,07;22,03;25,07;9,02;9,02;25,07;25,07;1,56;25,07;44,12;9,02;26,36;25,51;-;25,07;25,07;25,51
13.07.2020;03:00;25,07;21,63;25,07;8,12;8,12;25,07;25,07;1,56;25,07;43,89;8,12;26,01;25,2;-;25,07;25,07;25,2
13.07.2020;04:00;25,1;24,33;25,1;19,53;19,53;25,1;25,1;1,56;25,1;43,19;10;26,07;25,38;-;25,1;25,1;25,38
13.07.2020;05:00;26,51;27,06;26,51;26,51;26,51;26,51;26,51;1,58;26,51;44,26;12,54;27,96;26,24;-;26,51;26,51;26,24
13.07.2020;06:00;34,64;37,2;34,64;34,64;34,64;34,64;34,64;1,6;34,64;56,96;33,81;34,6;36,22;-;34,64;34,64;36,22
13.07.2020;07:00;39,52;40,65;39,39;39,47;39,47;39,27;39,47;1,6;39,5;51,39;38,57;36,39;42,28;-;39,27;39,5;42,28
13.07.2020;08:00;38,12;40,05;38,12;38,12;38,12;38,12;38,12;1,6;38,12;51,71;38,12;39,06;41;-;38,12;38,12;41
13.07.2020;09:00;37,68;39,26;37,68;37,68;37,68;37,68;37,68;1,61;37,68;50,11;37,68;38,07;39,12;-;37,68;37,68;39,12
13.07.2020;10:00;34,05;36,48;33,25;34,05;34,05;34,95;33,45;1,61;34,3;50,12;34,05;36,82;36,57;-;34,95;34,3;36,57
13.07.2020;11:00;32,6;35,59;31,89;32,6;32,6;33,66;31,89;1,6;32,88;51,41;32,6;36,79;35,92;-;33,66;32,89;35,92
13.07.2020;12:00;31,13;34,91;28,29;31,13;31,13;34,28;29;1,6;31,98;54,88;31,13;35,72;34,9;-;34,28;34,28;34,9
13.07.2020;13:00;31,18;34,57;27,74;31,18;31,18;35;28,63;1,59;32,2;53,5;31,18;35,01;33,27;-;35;35;33,27
13.07.2020;14:00;32,08;34,52;29,93;32,08;32,08;34,65;30,38;1,59;32,77;50,38;32,08;34,21;32,01;-;35;32,77;32,01
13.07.2020;15:00;31,96;34,28;31,25;31,96;31,96;32,84;31,38;1,58;32,2;50,35;31,96;34;31,9;-;35,79;32,2;31,9
13.07.2020;16:00;34;35,87;34;34;34;34;34;1,58;34;50,41;34;35,04;33,36;-;36;34;33,36
13.07.2020;17:00;37,41;39,3;37,41;37,41;37,41;37,41;37,41;1,57;37,41;51,17;37,41;38,58;39,5;-;37,41;37,41;39,5
13.07.2020;18:00;40,8;42,55;40,8;40,8;40,8;40,8;40,8;1,57;40,8;50,92;40,8;42,13;45,09;-;40,8;40,8;45,09
13.07.2020;19:00;45,56;46,35;45,56;45,56;45,56;45,56;45,56;1,57;45,56;51,72;45,56;42,57;49,5;-;45,56;45,56;49,5
13.07.2020;20:00;44,76;45,98;44,76;44,76;44,76;44,76;44,76;1,56;44,76;51,55;44,42;45,03;48,98;-;44,76;44,76;48,98
13.07.2020;21:00;41,01;43;41,01;41,01;41,01;41,01;41,01;1,56;41,01;53,81;40,02;42,6;45,5;-;41,01;41,01;45,5
13.07.2020;22:00;40,05;42,47;40,05;40,05;40,05;40,05;40,05;1,56;40,05;57,06;39,09;42,57;43,27;-;40,05;40,05;43,27
13.07.2020;23:00;36,4;36,83;36,4;36,4;36,4;36,4;36,4;1,54;36,4;49,13;23,07;38,54;38,7;-;36,4;36,4;38,7
14.07.2020;00:00;34,47;35,84;34,47;34,47;34,47;34,47;34,47;1,54;34,47;46,78;33,64;34,88;34,92;-;34,47;34,47;34,92
14.07.2020;01:00;29,79;31,59;29,79;29,79;29,79;29,79;29,79;1,53;29,79;46,81;26,09;31,22;31,24;-;30;29,79;31,24
14.07.2020;02:00;28,16;30,27;28,16;28,16;28,16;28,16;28,16;1,53;28,16;46,87;26,02;29,44;29,34;-;28,98;28,16;29,34
14.07.2020;03:00;27,74;29,86;27,74;27,74;27,74;27,74;27,74;1,52;27,74;46,82;26;28,43;28,76;-;28,98;27,74;28,76
14.07.2020;04:00;27,45;28,9;27,08;25,01;25,01;27;27,19;1,52;27,49;46,86;25,01;28,05;28,47;-;28,6;27,49;28,47
14.07.2020;05:00;28,52;29,87;26,85;26,96;26,96;26,77;26,96;1,53;28,66;46,75;26,96;28,98;29,86;-;29,76;28,66;29,86
14.07.2020;06:00;35,85;36,05;27,08;30,16;34,99;27;30,16;1,55;36,02;58,06;34,99;36,3;36,8;-;36,02;36,02;36,8
14.07.2020;07:00;42,91;40,52;34,31;39,81;42,91;27,85;39,81;1,58;41,7;51,08;42,91;37,05;41,52;-;40;41,7;41,52
14.07.2020;08:00;38,93;39,65;36,1;38,33;38,93;33,26;38,33;1,58;38,93;52,16;38,93;37,47;40,55;-;38,93;38,93;40,55
14.07.2020;09:00;36,63;38,54;36,51;36,59;36,63;36,4;36,59;1,58;36,63;52,16;36,63;36,07;39,15;-;36,63;36,63;39,15
14.07.2020;10:00;36,15;38,2;36,15;36,15;36,15;36,15;36,15;1,58;36,15;52,32;36,15;36,62;37,95;-;36,15;36,15;37,95
14.07.2020;11:00;36,52;38,85;36,52;36,52;36,52;36,52;36,52;1,58;36,52;56,51;36,52;36,09;37,91;-;36,52;36,52;37,91
14.07.2020;12:00;36,98;39,4;36,98;36,98;36,98;36,98;36,98;1,58;36,98;58,98;36,98;36,08;37,7;-;36,98;36,98;37,7
14.07.2020;13:00;36,97;39,21;36,97;36,97;36,97;36,97;36,97;1,58;36,97;58,43;36,97;36,1;36,58;-;36,97;36,97;36,58
14.07.2020;14:00;36,57;38,23;36,57;36,57;36,57;36,57;36,57;1,58;36,57;52,94;36,57;36,03;35,72;-;36,57;36,57;36,93
14.07.2020;15:00;36,57;38,47;36,57;36,57;36,57;36,57;36,57;1,58;36,57;54,83;36,57;35,71;36,26;-;36,57;36,57;37,83
14.07.2020;16:00;36,2;38,6;36,2;36,2;36,2;36,2;36,2;1,58;36,2;56,22;36,2;36,08;37,9;-;37,57;37,57;38,45
14.07.2020;17:00;38,69;40,41;38,51;38,69;38,69;38,3;38,67;1,57;38,69;52,17;38,69;38,07;41,72;-;38,69;38,69;41,72
14.07.2020;18:00;44,74;44,37;43,18;44,74;44,74;41,44;44,52;1,57;44,16;50,67;44,74;39,03;45,32;-;41,44;44,16;45,32
14.07.2020;19:00;45,97;46,13;45,51;45,97;45,97;45;45,9;1,57;45,8;52,17;45,55;41,5;47,27;-;45;45,8;47,27
14.07.2020;20:00;46,08;45,54;44,97;46,08;46,08;43,73;45,93;1,57;45,67;52,16;44,98;38,79;46,45;-;43,73;45,67;48,14
14.07.2020;21:00;41,98;42,81;41,78;41,98;41,98;41,55;41,95;1,57;41,9;52,16;40,97;38,29;44,52;-;41,55;41,9;46,35
14.07.2020;22:00;41,43;42,95;41,43;41,43;41,43;41,43;41,43;1,56;41,43;55,72;40,43;40,08;43,17;-;41,43;41,43;43,17
14.07.2020;23:00;37,02;37,4;37,02;37,02;37,02;37,02;37,02;1,55;37,02;52,21;23,02;37,19;39,1;-;37,02;37,02;39,1
15.07.2020;00:00;35,55;35,98;35,55;35,55;35,55;35,55;35,55;1,54;35,55;45,4;28,06;36,19;36,41;-;35,55;35,55;37,91
15.07.2020;01:00;30,22;30,59;30,22;30,22;30,22;30,22;30,22;1,52;30,22;45,4;14,31;31,7;32,77;-;34,22;30,22;33,32
15.07.2020;02:00;30;30,09;30;30;30;30;30;1,52;30;45,51;13,81;30,23;31,3;-;30,3;30;31,3
15.07.2020;03:00;28,73;29,24;28,73;28,73;28,73;28,73;28,73;1,52;28,73;45,44;13,68;29,78;30,59;-;28,99;28,73;30,59
15.07.2020;04:00;29,84;29,5;28,98;29,84;29,84;29,31;27,35;1,51;29,84;45,46;13,61;29,67;30,58;-;29,84;29,84;30,58
15.07.2020;05:00;34,29;33,48;30,79;34,29;34,29;32,13;27,46;1,52;34,29;45,14;28,09;32,91;32,71;-;34,29;34,29;32,71
15.07.2020;06:00;41,05;41,5;40,12;41,05;41,05;39,07;40,95;1,55;40,7;51,44;39,1;38,16;41,98;-;40,7;40,7;41,98
15.07.2020;07:00;48,91;47,23;45,72;48,91;48,91;43,46;47,98;1,57;48,25;51,49;44,76;38,53;52,74;-;43,46;48,25;52,74
15.07.2020;08:00;57,38;53,26;52,32;57,38;57,38;48,52;56;1,59;56,3;56,1;52,87;40,16;54,59;-;48,52;56,3;54,59
15.07.2020;09:00;47,9;47,4;43,35;47,9;47,9;43,7;44,83;1,61;47,2;53,5;47,9;41,75;51,96;-;43,7;47,2;51,96
15.07.2020;10:00;46,07;45,69;43,48;46,07;46,07;44,43;38,59;1,61;45,41;51,55;46,07;43,52;49,54;-;44,43;45,41;49,54
15.07.2020;11:00;50,95;47,8;46,28;50,95;50,95;48;37,48;1,6;49,76;51,58;49,83;42,92;48,71;-;48;49,76;48,71
15.07.2020;12:00;46,57;46,17;45;46,57;46,57;45,58;42,05;1,6;46,16;52,09;46,57;42,4;47,58;-;43,24;46,16;47,58
15.07.2020;13:00;43,78;44,01;42,54;43,78;43,78;43;40,19;1,59;43,46;51,64;43,78;41,61;44,81;-;43;43,46;44,81
15.07.2020;14:00;41,86;42,1;40,02;41,86;41,86;40,7;36,56;1,59;41,86;51,57;41,86;40,49;42,17;-;40,7;41,86;42,17
15.07.2020;15:00;42,1;41,17;37,93;42,1;42,1;39,47;30,01;1,58;42,1;51,53;42,1;39,63;41,52;-;39,47;42,1;41,52
15.07.2020;16:00;39,4;40,34;37,74;39,4;39,4;38,35;34,58;1,58;39,4;51,52;39,4;39,28;41,71;-;39,4;39,4;41,71
15.07.2020;17:00;41,71;42,92;41,56;41,71;41,71;41,4;41,69;1,58;41,65;51,13;41,71;40,88;44,36;-;41,4;41,65;44,36
15.07.2020;18:00;44,52;45,37;44,36;44,52;44,52;44,19;44,5;1,58;44,46;50,21;44,52;43,41;48;-;44,19;44,46;48
15.07.2020;19:00;47,3;47,68;47,3;47,3;47,3;47,3;47,3;1,57;47,3;49,71;46,16;46,79;50;-;47,3;47,3;50
15.07.2020;20:00;44,93;45,6;44,75;44,93;44,93;44,54;44,91;1,57;44,86;49,89;43,85;44,66;47,83;-;44,54;44,86;47,83
15.07.2020;21:00;47,91;45,85;44,53;47,91;47,91;40,9;47,46;1,56;46,63;49,91;46,76;40,37;44,81;-;40,9;46,63;44,81
15.07.2020;22:00;42,09;42,4;42,09;42,09;42,09;42,09;42,09;1,56;42,09;49,42;37,06;41,08;43,63;-;41,6;42,09;43,63
15.07.2020;23:00;37,97;37,49;37,97;37,97;37,97;37,97;37,97;1,55;37,97;45,82;24,24;37,95;39,52;-;37,97;37,97;39,52
16.07.2020;00:00;36,19;36,53;36,19;36,19;36,19;36,19;36,19;1,52;36,19;47,31;28,02;36,03;36,45;-;36,19;36,19;36,95
16.07.2020;01:00;32,5;32,26;32,5;32,5;32,5;32,5;32,5;1,51;32,5;47,28;15,28;32,49;32,8;-;32,5;32,5;32,95
16.07.2020;02:00;29,84;30,39;29,84;29,84;29,84;29,84;29,84;1,5;29,84;47,33;14,44;31,09;31,47;-;29,84;29,84;31,47
